transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN400000000338,28-07-2024 16:43:00,Recharge,Shopping,1458,FAILED,36-45,18-25,Delhi,ICICI,HDFC,iOS,3G,0,16,Sunday,1
TXN400000000339,30-09-2024 16:49:00,P2M,Fuel,13230,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,Axis,iOS,5G,1,16,Monday,0
TXN400000000340,31-03-2024 01:19:00,Recharge,Grocery,6923,FAILED,36-45,56+,Rajasthan,Yes Bank,Axis,Android,WiFi,0,1,Sunday,1
TXN400000000341,25-04-2024 15:03:00,Bill Payment,Food,18253,SUCCESS,56+,18-25,Gujarat,ICICI,PNB,iOS,5G,0,15,Thursday,0
TXN400000000342,16-11-2024 10:15:00,P2P,Utilities,1821,SUCCESS,26-35,18-25,Tamil Nadu,Axis,Kotak,iOS,WiFi,1,10,Saturday,1
TXN400000000343,22-07-2024 14:02:00,P2M,Shopping,8412,FAILED,26-35,36-45,Maharashtra,SBI,HDFC,Android,3G,0,14,Monday,0
TXN400000000344,22-07-2024 10:52:00,P2P,Food,17085,SUCCESS,36-45,26-35,Karnataka,Kotak,ICICI,Android,3G,1,10,Monday,0
TXN400000000345,14-11-2024 02:51:00,Bill Payment,Healthcare,19555,SUCCESS,46-55,46-55,Rajasthan,ICICI,SBI,Android,4G,1,2,Thursday,0
TXN400000000346,11-06-2024 23:50:00,Bill Payment,Fuel,10932,SUCCESS,26-35,46-55,Maharashtra,PNB,ICICI,iOS,5G,0,23,Tuesday,0
TXN400000000347,20-08-2024 17:57:00,P2P,Shopping,14171,FAILED,18-25,46-55,Gujarat,Axis,HDFC,Android,WiFi,1,17,Tuesday,0
TXN400000000348,08-05-2024 22:25:00,Recharge,Shopping,6508,SUCCESS,26-35,18-25,Tamil Nadu,Axis,Axis,Android,5G,0,22,Wednesday,0
TXN400000000349,16-07-2024 19:10:00,P2P,Utilities,9886,FAILED,26-35,36-45,Maharashtra,PNB,PNB,Android,4G,0,19,Tuesday,0
TXN400000000350,11-12-2024 01:50:00,P2P,Shopping,18683,FAILED,56+,46-55,Rajasthan,PNB,Yes Bank,Android,4G,1,1,Wednesday,0
TXN400000000351,30-08-2024 14:20:00,Bill Payment,Fuel,4001,SUCCESS,26-35,56+,Karnataka,Axis,Yes Bank,iOS,4G,1,14,Friday,0
TXN400000000352,10-11-2024 09:41:00,Bill Payment,Utilities,1842,FAILED,46-55,56+,Gujarat,HDFC,ICICI,Android,3G,1,9,Sunday,1
TXN400000000353,24-07-2024 11:39:00,Bill Payment,Shopping,15645,SUCCESS,46-55,18-25,Tamil Nadu,HDFC,Kotak,Android,4G,0,11,Wednesday,0
TXN400000000354,08-02-2024 03:29:00,Bill Payment,Utilities,9285,SUCCESS,46-55,56+,Delhi,Yes Bank,Axis,iOS,5G,0,3,Thursday,0
TXN400000000355,30-09-2024 23:55:00,Recharge,Fuel,8886,SUCCESS,46-55,56+,Maharashtra,ICICI,Kotak,iOS,WiFi,1,23,Monday,0
TXN400000000356,27-03-2024 01:59:00,P2P,Utilities,13719,FAILED,26-35,36-45,Rajasthan,HDFC,Kotak,iOS,WiFi,1,1,Wednesday,0
TXN400000000357,09-09-2024 05:40:00,Bill Payment,Fuel,14007,SUCCESS,56+,18-25,Karnataka,Yes Bank,PNB,iOS,5G,0,5,Monday,0
TXN400000000358,23-04-2024 17:00:00,Bill Payment,Shopping,10595,FAILED,56+,18-25,Karnataka,HDFC,Yes Bank,iOS,5G,1,17,Tuesday,0
TXN400000000359,01-12-2024 10:30:00,Bill Payment,Fuel,5948,SUCCESS,46-55,18-25,Maharashtra,HDFC,PNB,iOS,3G,0,10,Sunday,1
TXN400000000360,14-10-2024 08:42:00,P2M,Fuel,4515,FAILED,18-25,36-45,Karnataka,PNB,ICICI,Android,5G,0,8,Monday,0
TXN400000000361,01-09-2024 11:04:00,P2P,Entertainment,14666,SUCCESS,36-45,26-35,Rajasthan,PNB,SBI,Android,4G,1,11,Sunday,1
TXN400000000362,11-08-2024 18:16:00,P2M,Healthcare,12525,FAILED,56+,56+,Delhi,Kotak,Yes Bank,iOS,4G,1,18,Sunday,1
TXN400000000363,24-07-2024 02:50:00,Recharge,Utilities,8526,FAILED,18-25,26-35,Tamil Nadu,Axis,Axis,iOS,3G,0,2,Wednesday,0
TXN400000000364,17-06-2024 18:08:00,Bill Payment,Entertainment,4480,FAILED,26-35,26-35,Delhi,Axis,SBI,iOS,5G,1,18,Monday,0
TXN400000000365,05-08-2024 12:56:00,Bill Payment,Entertainment,10680,SUCCESS,18-25,46-55,Tamil Nadu,SBI,HDFC,iOS,4G,1,12,Monday,0
TXN400000000366,10-02-2024 05:33:00,Recharge,Fuel,12634,SUCCESS,56+,26-35,Karnataka,Kotak,Kotak,iOS,4G,1,5,Saturday,1
TXN400000000367,20-10-2024 06:36:00,P2P,Fuel,13476,FAILED,18-25,36-45,Rajasthan,ICICI,Kotak,iOS,4G,0,6,Sunday,1
TXN400000000368,04-06-2024 16:30:00,P2M,Food,17157,SUCCESS,36-45,46-55,Maharashtra,SBI,HDFC,iOS,5G,0,16,Tuesday,0
TXN400000000369,10-09-2024 06:54:00,Recharge,Entertainment,2385,FAILED,36-45,46-55,Delhi,ICICI,Yes Bank,Android,WiFi,0,6,Tuesday,0
TXN400000000370,04-02-2024 21:46:00,Bill Payment,Fuel,10247,SUCCESS,36-45,36-45,Rajasthan,Yes Bank,Axis,Android,4G,0,21,Sunday,1
TXN400000000371,19-11-2024 01:22:00,P2M,Shopping,13029,SUCCESS,36-45,36-45,Gujarat,Axis,ICICI,Android,3G,0,1,Tuesday,0
TXN400000000372,16-09-2024 20:17:00,Bill Payment,Shopping,1931,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,PNB,Android,WiFi,1,20,Monday,0
TXN400000000373,11-02-2024 04:24:00,Recharge,Food,2952,SUCCESS,36-45,56+,Maharashtra,PNB,ICICI,Android,5G,0,4,Sunday,1
TXN400000000374,19-11-2024 09:03:00,P2M,Utilities,1873,FAILED,46-55,46-55,Tamil Nadu,Axis,Yes Bank,iOS,WiFi,1,9,Tuesday,0
TXN400000000375,11-03-2024 06:59:00,Recharge,Fuel,4652,FAILED,46-55,18-25,Rajasthan,ICICI,Yes Bank,Android,WiFi,0,6,Monday,0
TXN400000000376,22-07-2024 16:09:00,Recharge,Healthcare,1797,SUCCESS,36-45,46-55,Maharashtra,Axis,Kotak,Android,WiFi,0,16,Monday,0
TXN400000000377,29-07-2024 21:37:00,P2P,Healthcare,8500,FAILED,18-25,36-45,Rajasthan,Axis,SBI,iOS,4G,0,21,Monday,0
TXN400000000378,15-01-2024 04:40:00,P2M,Healthcare,5718,SUCCESS,26-35,46-55,Tamil Nadu,SBI,HDFC,iOS,5G,0,4,Monday,0
TXN400000000379,04-10-2024 10:02:00,P2P,Food,1403,SUCCESS,26-35,36-45,Tamil Nadu,PNB,ICICI,iOS,5G,0,10,Friday,0
TXN400000000380,02-07-2024 14:06:00,P2M,Healthcare,13895,FAILED,46-55,26-35,Tamil Nadu,Axis,Axis,iOS,5G,1,14,Tuesday,0
TXN400000000381,26-10-2024 15:22:00,Bill Payment,Shopping,5514,SUCCESS,36-45,26-35,Gujarat,Axis,Axis,iOS,5G,0,15,Saturday,1
TXN400000000382,28-03-2024 23:00:00,Bill Payment,Grocery,9870,SUCCESS,56+,46-55,Rajasthan,Yes Bank,Yes Bank,iOS,5G,1,23,Thursday,0
TXN400000000383,08-05-2024 10:39:00,Recharge,Shopping,6004,FAILED,56+,56+,Rajasthan,Axis,Yes Bank,iOS,WiFi,1,10,Wednesday,0
TXN400000000384,16-08-2024 09:30:00,Recharge,Grocery,19373,SUCCESS,36-45,26-35,Rajasthan,Kotak,Yes Bank,Android,5G,0,9,Friday,0
TXN400000000385,15-02-2024 04:16:00,Bill Payment,Food,9476,FAILED,36-45,56+,Maharashtra,HDFC,SBI,Android,3G,1,4,Thursday,0
TXN400000000386,06-08-2024 00:54:00,Recharge,Food,17948,FAILED,36-45,46-55,Tamil Nadu,ICICI,PNB,Android,4G,0,0,Tuesday,0
TXN400000000387,17-11-2024 21:18:00,Bill Payment,Fuel,15063,SUCCESS,56+,26-35,Tamil Nadu,Axis,SBI,Android,WiFi,1,21,Sunday,1
TXN400000000388,31-10-2024 01:12:00,P2M,Shopping,9674,SUCCESS,46-55,18-25,Karnataka,Axis,Yes Bank,Android,WiFi,0,1,Thursday,0
TXN400000000389,10-03-2024 02:37:00,P2M,Shopping,15138,FAILED,26-35,56+,Rajasthan,ICICI,Yes Bank,Android,3G,1,2,Sunday,1
TXN400000000390,10-11-2024 06:31:00,P2M,Food,268,SUCCESS,26-35,36-45,Tamil Nadu,Axis,PNB,iOS,3G,0,6,Sunday,1
TXN400000000391,04-05-2024 19:04:00,Recharge,Healthcare,12667,FAILED,18-25,56+,Delhi,Axis,PNB,Android,3G,1,19,Saturday,1
TXN400000000392,09-03-2024 01:57:00,P2M,Utilities,15151,FAILED,46-55,36-45,Delhi,ICICI,Kotak,iOS,WiFi,1,1,Saturday,1
TXN400000000393,14-02-2024 22:38:00,Bill Payment,Shopping,16683,SUCCESS,56+,26-35,Delhi,Axis,Yes Bank,Android,4G,0,22,Wednesday,0
TXN400000000394,30-07-2024 16:21:00,Recharge,Shopping,10844,FAILED,36-45,26-35,Delhi,SBI,HDFC,iOS,3G,0,16,Tuesday,0
TXN400000000395,09-08-2024 04:25:00,Recharge,Utilities,371,FAILED,26-35,26-35,Karnataka,SBI,Yes Bank,Android,4G,1,4,Friday,0
TXN400000000396,05-02-2024 01:23:00,Recharge,Grocery,19564,FAILED,56+,46-55,Tamil Nadu,Kotak,PNB,iOS,WiFi,0,1,Monday,0
TXN400000000397,12-02-2024 20:33:00,Recharge,Fuel,10519,FAILED,18-25,56+,Rajasthan,Kotak,ICICI,Android,3G,0,20,Monday,0
TXN400000000398,31-03-2024 18:15:00,Recharge,Food,19240,FAILED,26-35,46-55,Karnataka,Axis,Kotak,iOS,3G,1,18,Sunday,1
TXN400000000399,10-01-2024 00:01:00,Recharge,Shopping,17227,SUCCESS,36-45,26-35,Maharashtra,ICICI,Yes Bank,Android,3G,0,0,Wednesday,0
TXN400000000400,18-02-2024 23:37:00,P2M,Utilities,3929,FAILED,36-45,18-25,Delhi,HDFC,Kotak,iOS,3G,0,23,Sunday,1
TXN400000000401,23-01-2024 22:20:00,P2P,Entertainment,12414,FAILED,56+,46-55,Delhi,Yes Bank,Yes Bank,iOS,3G,1,22,Tuesday,0
TXN400000000402,29-07-2024 10:29:00,Recharge,Fuel,16126,SUCCESS,36-45,26-35,Maharashtra,SBI,HDFC,Android,5G,0,10,Monday,0
TXN400000000403,25-01-2024 00:58:00,P2P,Shopping,19275,SUCCESS,18-25,56+,Delhi,Yes Bank,Kotak,iOS,3G,0,0,Thursday,0
TXN400000000404,25-01-2024 17:45:00,P2P,Utilities,12543,SUCCESS,36-45,36-45,Gujarat,HDFC,ICICI,Android,5G,0,17,Thursday,0
TXN400000000405,24-01-2024 00:23:00,Bill Payment,Fuel,5552,SUCCESS,36-45,36-45,Rajasthan,Kotak,SBI,iOS,4G,0,0,Wednesday,0
TXN400000000406,19-02-2024 23:57:00,Recharge,Healthcare,8181,SUCCESS,36-45,46-55,Maharashtra,PNB,SBI,iOS,5G,1,23,Monday,0
TXN400000000407,05-06-2024 05:06:00,P2M,Fuel,16004,SUCCESS,18-25,46-55,Karnataka,ICICI,Yes Bank,iOS,WiFi,1,5,Wednesday,0
TXN400000000408,05-04-2024 10:05:00,P2M,Utilities,11610,SUCCESS,26-35,56+,Rajasthan,ICICI,Kotak,iOS,5G,0,10,Friday,0
TXN400000000409,24-10-2024 13:48:00,Recharge,Food,9382,FAILED,56+,36-45,Delhi,Axis,HDFC,iOS,5G,0,13,Thursday,0
TXN400000000410,09-12-2024 15:40:00,Bill Payment,Shopping,16196,SUCCESS,36-45,46-55,Delhi,ICICI,ICICI,Android,5G,1,15,Monday,0
TXN400000000411,25-01-2024 19:54:00,Recharge,Healthcare,1236,SUCCESS,18-25,46-55,Karnataka,HDFC,PNB,iOS,WiFi,0,19,Thursday,0
TXN400000000412,21-11-2024 02:21:00,Recharge,Utilities,9496,FAILED,26-35,26-35,Karnataka,Kotak,ICICI,Android,3G,1,2,Thursday,0
TXN400000000413,01-07-2024 03:03:00,Recharge,Utilities,19679,FAILED,46-55,26-35,Rajasthan,HDFC,PNB,iOS,5G,0,3,Monday,0
TXN400000000414,10-02-2024 22:42:00,Bill Payment,Shopping,1038,FAILED,56+,18-25,Gujarat,Yes Bank,ICICI,Android,3G,1,22,Saturday,1
TXN400000000415,14-02-2024 18:37:00,Bill Payment,Utilities,9750,SUCCESS,46-55,36-45,Rajasthan,Kotak,Axis,iOS,3G,1,18,Wednesday,0
TXN400000000416,03-04-2024 05:40:00,P2P,Shopping,17488,FAILED,36-45,56+,Rajasthan,PNB,Kotak,Android,5G,1,5,Wednesday,0
TXN400000000417,16-04-2024 04:02:00,P2P,Food,6105,FAILED,56+,56+,Tamil Nadu,SBI,SBI,iOS,WiFi,0,4,Tuesday,0
TXN400000000418,11-02-2024 14:00:00,Recharge,Utilities,8096,SUCCESS,18-25,56+,Rajasthan,PNB,PNB,Android,5G,0,14,Sunday,1
TXN400000000419,04-08-2024 15:19:00,P2P,Food,1448,FAILED,18-25,56+,Maharashtra,Kotak,HDFC,iOS,5G,1,15,Sunday,1
TXN400000000420,05-11-2024 12:37:00,Recharge,Entertainment,3487,FAILED,56+,26-35,Rajasthan,Kotak,PNB,iOS,3G,1,12,Tuesday,0
TXN400000000421,20-06-2024 01:16:00,P2M,Utilities,1614,SUCCESS,18-25,46-55,Rajasthan,HDFC,PNB,Android,3G,0,1,Thursday,0
TXN400000000422,16-10-2024 15:44:00,Recharge,Utilities,11390,FAILED,56+,46-55,Karnataka,Kotak,PNB,Android,5G,0,15,Wednesday,0
TXN400000000423,31-10-2024 12:33:00,P2P,Shopping,9895,SUCCESS,18-25,26-35,Rajasthan,Yes Bank,SBI,Android,3G,0,12,Thursday,0
TXN400000000424,27-03-2024 20:10:00,P2P,Entertainment,6881,SUCCESS,26-35,26-35,Maharashtra,ICICI,Kotak,Android,5G,1,20,Wednesday,0
TXN400000000425,10-07-2024 11:45:00,Bill Payment,Fuel,14525,FAILED,46-55,36-45,Gujarat,SBI,PNB,iOS,3G,1,11,Wednesday,0
TXN400000000426,16-10-2024 14:01:00,Recharge,Food,12336,FAILED,36-45,36-45,Rajasthan,Yes Bank,PNB,Android,WiFi,1,14,Wednesday,0
TXN400000000427,09-04-2024 06:20:00,Recharge,Fuel,5503,SUCCESS,56+,18-25,Tamil Nadu,PNB,Yes Bank,Android,4G,0,6,Tuesday,0
TXN400000000428,17-02-2024 00:40:00,Recharge,Fuel,10217,FAILED,18-25,56+,Karnataka,SBI,Kotak,iOS,4G,1,0,Saturday,1
TXN400000000429,22-02-2024 20:04:00,P2M,Shopping,13310,FAILED,26-35,56+,Maharashtra,HDFC,Kotak,iOS,WiFi,0,20,Thursday,0
TXN400000000430,13-09-2024 20:01:00,P2P,Shopping,12719,SUCCESS,36-45,56+,Karnataka,PNB,Yes Bank,iOS,5G,1,20,Friday,0
TXN400000000431,16-09-2024 06:41:00,P2M,Entertainment,17991,SUCCESS,56+,56+,Gujarat,HDFC,Axis,iOS,4G,1,6,Monday,0
TXN400000000432,06-05-2024 00:36:00,P2P,Food,19423,FAILED,56+,36-45,Gujarat,Axis,PNB,Android,WiFi,1,0,Monday,0
TXN400000000433,13-09-2024 09:09:00,Recharge,Healthcare,5108,SUCCESS,26-35,56+,Tamil Nadu,Kotak,PNB,iOS,WiFi,1,9,Friday,0
TXN400000000434,05-10-2024 16:13:00,P2M,Grocery,5013,SUCCESS,56+,56+,Rajasthan,Kotak,SBI,iOS,4G,1,16,Saturday,1
TXN400000000435,28-06-2024 14:20:00,Recharge,Utilities,17593,SUCCESS,18-25,56+,Gujarat,Kotak,ICICI,iOS,5G,0,14,Friday,0
TXN400000000436,07-03-2024 08:22:00,Recharge,Utilities,567,FAILED,56+,56+,Maharashtra,SBI,Axis,iOS,5G,1,8,Thursday,0
TXN400000000437,30-07-2024 14:49:00,Bill Payment,Food,13365,SUCCESS,18-25,26-35,Karnataka,PNB,Kotak,iOS,WiFi,1,14,Tuesday,0
TXN400000000438,14-01-2024 11:44:00,Bill Payment,Fuel,14292,FAILED,36-45,18-25,Gujarat,ICICI,SBI,iOS,4G,0,11,Sunday,1
TXN400000000439,28-05-2024 20:17:00,Recharge,Utilities,17496,SUCCESS,26-35,18-25,Delhi,HDFC,HDFC,Android,4G,0,20,Tuesday,0
TXN400000000440,08-04-2024 04:42:00,P2P,Healthcare,10373,SUCCESS,36-45,26-35,Karnataka,Axis,ICICI,iOS,3G,0,4,Monday,0
TXN400000000441,01-01-2024 19:40:00,P2M,Grocery,367,FAILED,36-45,26-35,Karnataka,Kotak,Yes Bank,Android,4G,1,19,Monday,0
TXN400000000442,09-11-2024 18:19:00,P2P,Entertainment,7272,FAILED,36-45,46-55,Maharashtra,HDFC,HDFC,iOS,5G,0,18,Saturday,1
TXN400000000443,29-05-2024 07:17:00,Recharge,Grocery,12181,FAILED,18-25,56+,Karnataka,PNB,PNB,iOS,3G,0,7,Wednesday,0
TXN400000000444,05-11-2024 01:02:00,P2M,Entertainment,14136,SUCCESS,18-25,56+,Karnataka,HDFC,Yes Bank,iOS,5G,1,1,Tuesday,0
TXN400000000445,20-10-2024 17:35:00,Recharge,Shopping,14233,FAILED,46-55,46-55,Karnataka,HDFC,HDFC,Android,5G,1,17,Sunday,1
TXN400000000446,07-09-2024 06:32:00,Bill Payment,Fuel,2960,FAILED,26-35,26-35,Karnataka,HDFC,Kotak,Android,WiFi,1,6,Saturday,1
TXN400000000447,13-11-2024 00:37:00,Recharge,Shopping,9765,FAILED,56+,56+,Maharashtra,ICICI,ICICI,Android,3G,0,0,Wednesday,0
TXN400000000448,07-04-2024 00:27:00,P2P,Food,13816,FAILED,46-55,36-45,Delhi,HDFC,ICICI,Android,WiFi,0,0,Sunday,1
TXN400000000449,20-05-2024 11:21:00,P2P,Food,18142,SUCCESS,18-25,18-25,Gujarat,Kotak,Yes Bank,iOS,3G,0,11,Monday,0
TXN400000000450,11-07-2024 07:13:00,P2P,Grocery,8152,FAILED,56+,26-35,Rajasthan,Kotak,HDFC,iOS,3G,1,7,Thursday,0
TXN400000000451,26-11-2024 03:26:00,Bill Payment,Healthcare,13700,SUCCESS,46-55,46-55,Gujarat,HDFC,PNB,Android,3G,1,3,Tuesday,0
TXN400000000452,14-03-2024 14:52:00,Bill Payment,Food,11109,SUCCESS,26-35,56+,Rajasthan,PNB,PNB,Android,4G,0,14,Thursday,0
TXN400000000453,23-10-2024 17:49:00,P2P,Utilities,10853,FAILED,36-45,18-25,Gujarat,Yes Bank,HDFC,iOS,WiFi,0,17,Wednesday,0
TXN400000000454,27-08-2024 12:34:00,P2M,Healthcare,16701,SUCCESS,18-25,46-55,Rajasthan,Kotak,HDFC,Android,WiFi,0,12,Tuesday,0
TXN400000000455,30-05-2024 03:10:00,P2P,Grocery,9818,FAILED,18-25,26-35,Karnataka,Kotak,SBI,Android,WiFi,0,3,Thursday,0
TXN400000000456,12-03-2024 19:13:00,Bill Payment,Entertainment,13408,SUCCESS,18-25,46-55,Gujarat,HDFC,HDFC,iOS,3G,0,19,Tuesday,0
TXN400000000457,17-07-2024 08:38:00,P2M,Food,13941,SUCCESS,56+,56+,Maharashtra,Axis,Yes Bank,Android,3G,1,8,Wednesday,0
TXN400000000458,24-08-2024 08:17:00,P2M,Entertainment,16213,FAILED,56+,36-45,Maharashtra,Axis,HDFC,Android,4G,0,8,Saturday,1
TXN400000000459,16-03-2024 17:46:00,Recharge,Grocery,11399,FAILED,36-45,56+,Karnataka,ICICI,Axis,iOS,WiFi,0,17,Saturday,1
TXN400000000460,05-11-2024 05:39:00,P2P,Fuel,707,FAILED,56+,18-25,Tamil Nadu,HDFC,HDFC,iOS,5G,0,5,Tuesday,0
TXN400000000461,08-03-2024 00:47:00,P2P,Shopping,9342,SUCCESS,46-55,26-35,Tamil Nadu,Yes Bank,Yes Bank,iOS,WiFi,0,0,Friday,0
TXN400000000462,06-09-2024 12:41:00,P2P,Food,12099,FAILED,18-25,26-35,Tamil Nadu,Kotak,PNB,iOS,WiFi,0,12,Friday,0
TXN400000000463,23-11-2024 04:47:00,P2P,Entertainment,2994,SUCCESS,56+,46-55,Gujarat,Axis,PNB,Android,5G,1,4,Saturday,1
TXN400000000464,27-07-2024 09:16:00,P2P,Utilities,15627,FAILED,36-45,26-35,Delhi,Kotak,ICICI,iOS,5G,1,9,Saturday,1
TXN400000000465,30-04-2024 08:45:00,P2M,Shopping,17675,SUCCESS,46-55,26-35,Delhi,Yes Bank,Kotak,iOS,WiFi,1,8,Tuesday,0
TXN400000000466,19-09-2024 21:55:00,P2P,Shopping,19045,FAILED,26-35,46-55,Maharashtra,HDFC,Yes Bank,iOS,4G,1,21,Thursday,0
TXN400000000467,08-04-2024 12:20:00,Bill Payment,Utilities,6650,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,Kotak,iOS,WiFi,1,12,Monday,0
TXN400000000468,16-08-2024 20:46:00,Recharge,Food,18350,FAILED,36-45,36-45,Delhi,ICICI,SBI,Android,3G,1,20,Friday,0
TXN400000000469,23-03-2024 05:06:00,Recharge,Shopping,8014,FAILED,18-25,46-55,Maharashtra,PNB,Kotak,Android,WiFi,0,5,Saturday,1
TXN400000000470,13-02-2024 06:40:00,Recharge,Fuel,2636,FAILED,56+,56+,Karnataka,ICICI,HDFC,iOS,WiFi,0,6,Tuesday,0
TXN400000000471,23-10-2024 23:56:00,Recharge,Healthcare,17781,FAILED,26-35,18-25,Maharashtra,Yes Bank,Kotak,iOS,3G,1,23,Wednesday,0
TXN400000000472,23-04-2024 00:04:00,Bill Payment,Utilities,8111,SUCCESS,36-45,18-25,Tamil Nadu,SBI,ICICI,iOS,5G,1,0,Tuesday,0
TXN400000000473,27-10-2024 16:39:00,P2M,Grocery,3054,FAILED,46-55,36-45,Gujarat,Yes Bank,Yes Bank,iOS,5G,1,16,Sunday,1
TXN400000000474,02-04-2024 18:19:00,P2M,Grocery,13600,FAILED,46-55,46-55,Maharashtra,ICICI,SBI,Android,5G,1,18,Tuesday,0
TXN400000000475,21-06-2024 13:44:00,Recharge,Utilities,16189,FAILED,18-25,26-35,Delhi,ICICI,SBI,Android,WiFi,1,13,Friday,0
TXN400000000476,22-01-2024 13:29:00,P2P,Entertainment,7982,FAILED,46-55,56+,Maharashtra,Kotak,Axis,iOS,5G,1,13,Monday,0
TXN400000000477,22-06-2024 04:46:00,P2P,Healthcare,14411,FAILED,56+,26-35,Gujarat,HDFC,HDFC,Android,5G,1,4,Saturday,1
TXN400000000478,23-07-2024 08:36:00,Bill Payment,Healthcare,16727,FAILED,46-55,36-45,Maharashtra,PNB,Kotak,iOS,3G,1,8,Tuesday,0
TXN400000000479,25-03-2024 05:43:00,P2P,Shopping,9039,SUCCESS,56+,36-45,Gujarat,Kotak,ICICI,Android,WiFi,1,5,Monday,0
TXN400000000480,10-05-2024 00:44:00,Recharge,Food,16891,FAILED,18-25,46-55,Maharashtra,Axis,Yes Bank,iOS,5G,0,0,Friday,0
TXN400000000481,22-06-2024 19:39:00,Bill Payment,Utilities,2023,FAILED,36-45,36-45,Delhi,Yes Bank,ICICI,Android,4G,0,19,Saturday,1
TXN400000000482,16-02-2024 04:22:00,P2M,Shopping,15859,FAILED,36-45,26-35,Delhi,SBI,SBI,Android,WiFi,0,4,Friday,0
TXN400000000483,25-03-2024 05:28:00,P2P,Utilities,17044,FAILED,26-35,26-35,Rajasthan,ICICI,Axis,Android,5G,0,5,Monday,0
TXN400000000484,24-05-2024 22:16:00,P2M,Entertainment,9077,FAILED,56+,36-45,Rajasthan,HDFC,Axis,iOS,4G,1,22,Friday,0
TXN400000000485,07-03-2024 22:36:00,Recharge,Entertainment,7307,FAILED,26-35,56+,Rajasthan,Kotak,Axis,iOS,4G,1,22,Thursday,0
TXN400000000486,12-05-2024 06:39:00,P2P,Entertainment,7134,SUCCESS,18-25,46-55,Tamil Nadu,Kotak,HDFC,iOS,3G,1,6,Sunday,1
TXN400000000487,28-11-2024 09:22:00,P2P,Utilities,3249,FAILED,56+,36-45,Karnataka,SBI,PNB,Android,5G,1,9,Thursday,0
TXN400000000488,01-10-2024 12:53:00,Bill Payment,Entertainment,11907,FAILED,36-45,18-25,Karnataka,Yes Bank,Yes Bank,iOS,4G,1,12,Tuesday,0
TXN400000000489,04-02-2024 14:28:00,P2P,Entertainment,9352,SUCCESS,46-55,56+,Karnataka,Yes Bank,SBI,iOS,4G,1,14,Sunday,1
TXN400000000490,31-08-2024 01:42:00,P2M,Entertainment,11764,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,ICICI,Android,3G,0,1,Saturday,1
TXN400000000491,21-03-2024 08:29:00,Recharge,Grocery,9180,FAILED,18-25,18-25,Karnataka,Yes Bank,HDFC,iOS,3G,0,8,Thursday,0
TXN400000000492,15-05-2024 19:29:00,Bill Payment,Healthcare,317,FAILED,36-45,36-45,Karnataka,Axis,ICICI,Android,4G,1,19,Wednesday,0
TXN400000000493,08-05-2024 05:46:00,P2M,Grocery,11877,SUCCESS,46-55,26-35,Tamil Nadu,SBI,Yes Bank,iOS,5G,0,5,Wednesday,0
TXN400000000494,12-12-2024 08:36:00,Recharge,Fuel,14434,SUCCESS,46-55,26-35,Karnataka,Axis,ICICI,iOS,4G,1,8,Thursday,0
TXN400000000495,17-06-2024 04:21:00,Bill Payment,Entertainment,5086,FAILED,56+,18-25,Karnataka,SBI,PNB,iOS,WiFi,1,4,Monday,0
TXN400000000496,18-11-2024 11:24:00,P2P,Food,5210,FAILED,36-45,26-35,Tamil Nadu,SBI,PNB,iOS,WiFi,0,11,Monday,0
TXN400000000497,01-05-2024 10:51:00,P2M,Shopping,9619,SUCCESS,26-35,26-35,Karnataka,Yes Bank,Kotak,iOS,4G,0,10,Wednesday,0
TXN400000000498,26-01-2024 17:57:00,P2P,Shopping,17624,FAILED,36-45,26-35,Karnataka,HDFC,HDFC,iOS,WiFi,1,17,Friday,0
TXN400000000499,25-07-2024 13:55:00,Bill Payment,Fuel,5917,SUCCESS,56+,36-45,Delhi,Yes Bank,Axis,Android,WiFi,0,13,Thursday,0
TXN400000000500,04-02-2024 15:31:00,Bill Payment,Food,17568,SUCCESS,36-45,26-35,Gujarat,SBI,HDFC,Android,5G,0,15,Sunday,1
TXN400000000501,07-08-2024 17:03:00,P2M,Grocery,19677,FAILED,46-55,46-55,Delhi,Axis,SBI,iOS,3G,0,17,Wednesday,0
TXN400000000502,07-03-2024 20:38:00,Bill Payment,Fuel,8783,FAILED,36-45,18-25,Delhi,SBI,PNB,iOS,5G,0,20,Thursday,0
TXN400000000503,13-07-2024 14:21:00,Bill Payment,Fuel,7219,FAILED,46-55,26-35,Karnataka,PNB,Yes Bank,iOS,WiFi,0,14,Saturday,1
TXN400000000504,14-01-2024 05:16:00,P2M,Grocery,3267,FAILED,26-35,56+,Gujarat,HDFC,PNB,Android,WiFi,0,5,Sunday,1
TXN400000000505,05-08-2024 13:54:00,P2M,Food,9645,FAILED,18-25,36-45,Karnataka,SBI,SBI,iOS,4G,0,13,Monday,0
TXN400000000506,22-03-2024 06:22:00,P2M,Healthcare,12914,FAILED,56+,46-55,Rajasthan,Yes Bank,Kotak,Android,5G,1,6,Friday,0
